intersection_code,stop_lat,wheelchair_boarding,zone_id,stop_lon,stop_id,stop_name_short,parent_station,stop_name,reference_place,location_type,stop_place,stop_code
F-N/B,32.78697357,1,,-117.1698846,12732,L Vsta&Ulric,,Linda Vista Rd & Ulric St,,0,,12732
F-E/B,32.90754028,1,,-117.170595,13208,Mra Msa&Cmo Santa Fe,,Mira Mesa Bl & Camino Santa Fe,,0,mircam,13208
F-N/B,32.74249549,0,,-117.170461,12735,Reynard&Otsego,,Reynard Wy & Otsego Dr,,0,,12735
F-W/B,32.78307443,1,,-117.1701172,12736,Comstock&Ulric,,Comstock St & Ulric St,,0,,12736
F-N/B,32.73016513,0,,-117.1690542,12737,State&Kalmia,,State St & Kalmia St,,0,,12737
N-N/B,32.68770175,1,,-117.0485336,60814,Potomac&Pdse Vly,,Potomac St & Paradise Valley Rd,,0,,60814
N-E/B,32.82216868,1,,-117.1252205,99191,Balboa&Viewridge,,Balboa Av & Viewridge Av,,0,balruf,99191
N-W/B,32.83143323,1,,-117.1088756,60817,Cmnt Mesa&Antigua,,Clairemont Mesa Bl & Antigua Bl,,0,,60817
F-E/B,32.67537274,1,,-117.0639751,60810,Cumberland&Reo,,Cumberland St & Reo Dr,,0,reocum,60810
F-E/B,32.67611831,1,,-117.0613626,60811,Cumberland&Seabreeze,,Cumberland St & Seabreeze Dr,,0,,60811
N-W/B,32.71152498,1,,-117.0932303,10998,Mrkt&47th,,Market St & 47th St,,0,,10998
F-W/B,32.82255904,1,,-117.1252113,99190,Balboa&Viewridge,,Balboa Av & Viewridge Av,,0,balruf,99190
N-W/B,32.70428506,1,,-117.0932846,10997,Imperial&47th,,Imperial Av & 47th St,,0,imp47,10997
N-W/B,32.74969076,1,,-117.0964252,10994,Univ&Chamoune,,University Av & Chamoune Av,,0,,10994
N-W/B,32.74970444,1,,-117.0984353,10992,Univ&Highland,,University Av & Highland Av,,0,,10992
N-W/B,32.7042541,1,,-117.0977996,10993,Imperial&45th,,Imperial Av & 45th St,,0,,10993
N-W/B,32.82313288,1,,-117.1005167,10990,Trasnta&Espledente,,Tierrasanta Bl & Espledente Bl,,0,,10990
F-N/B,32.82599414,1,,-117.1437063,13310,Kearny Villa&Tech Way,,Kearny Villa Rd & Tech Way,,0,keatec,13310
F-S/B,32.65049764,1,,-116.9663468,39023,Eastlake&Fenton,,Eastlake Pkwy & Fenton St,,0,,39023
F-W/B,32.65491142,1,,-116.9678089,39022,Miller&Boswell,,Miller Dr & Boswell Rd,,0,,39022
M-Street-E/B,32.64890017,1,,-116.9869599,39021,EH&Rutgers,,East H St & Rutgers Av,,0,,39021
N-E/B,32.65463268,1,,-116.9675337,39020,Miller&Boswell,,Miller Dr & Boswell Rd,,0,,39020
F-S/B,32.6301383,1,,-116.9651778,39027,Eastlake&Cmto Positano,,Eastlake Pkwy & Caminito Positano,,0,,39027
F-S/B,32.63271366,1,,-116.9670599,39026,Eastlake&Corte Vista,,Eastlake Pkwy & Corte Vista,,0,,39026
N-S/B,32.63629248,1,,-116.9674788,39025,Eastlake&Trinidad Cove,,Eastlake Pkwy & Trinidad Cove,,0,,39025
F-E/B,32.61461037,1,,-117.0332715,39029,E Palomar&Oleander,,E Palomar St & Oleander Av,,0,,39029
M-Special_Loc,32.73876901,2,,-116.9410384,41234,Rcho San Diego Towne Ctr&TC,,Rancho San Diego Towne Center & Transit Center,,0,rantow,41234
M-Special_Loc,32.73213302,1,,-117.197756,60499,Lindbergh Field&Trm 1 (Baggage Claim),,Lindbergh Field & Terminal 1 (Baggage Claim),,0,airt1,60499
F-W/B,32.71731411,2,,-116.8767949,98129,Hwy 94&Jefferson,,Hwy 94 & Jefferson Rd,,0,jamul,98129
N-S/B,32.71452559,2,,-116.8711311,98128,Hwy 94&Maxfield,,Hwy 94 & Maxfield Rd,,0,,98128
F-W/B,32.87409531,0,,-117.2076136,99197,LJ Vlge & Towne Ctr,,La Jolla Village Dr & Towne Center Dr,,0,,99197
M-Street-W/B,32.64381941,2,,-116.780419,98123,Hwy 94&Opp Dulzura Cafe,,Hwy 94 & Opp Dulzura Cafe,,0,dulzur,98123
N-E/B,32.61882173,2,,-116.7414797,98122,Hwy 94&Summit,,Hwy 94 & Summit Rd,,0,,98122
M-Street-E/B,32.61882745,2,,-116.7407328,98121,Hwy 94&Summit,,Hwy 94 & Summit Rd,,0,,98121
M-Street-E/B,32.61173136,2,,-116.7070609,98120,Hwy 94&Barrett Lake,,Hwy 94 & Barrett Lake Rd,,0,barjcn,98120
M-Street-N/B,32.71444692,2,,-116.8709257,98127,Hwy 94&Maxfield,,Hwy 94 & Maxfield Rd,,0,,98127
M-Street-S/B,32.66927397,2,,-116.824888,98126,Hwy 94&Honey Sprgs,,Hwy 94 & Honey Springs Rd,,0,,98126
N-N/B,32.66936263,2,,-116.8247358,98125,Hwy 94&Honey Sprgs,,Hwy 94 & Honey Springs Rd,,0,,98125
M-Street-E/B,32.6438705,2,,-116.7806824,98124,Hwy 94&Dulzura Cafe,,Hwy 94 & Dulzura Cafe,,0,dulzur,98124
F-E/B,32.77032747,1,,-117.1879192,10434,L Vsta&Goshen,,Linda Vista Rd & Goshen St,,0,,10434
F-S/B,32.74661233,1,,-117.1616348,12025,4th&Robinson,,4th Av & Robinson Av,,0,,12025
F-S/B,32.74775835,1,,-117.1616499,12027,4th&Univ,,4th Av & University Av,,0,4thuni,12027
F-S/B,32.72383894,1,,-117.1630119,12020,2nd&Elm,,2nd Av & Elm St,,0,,12020
F-S/B,32.79447462,1,,-117.1631748,12021,L Vsta&Wheatley,,Linda Vista Rd & Wheatley St,,0,,12021
F-S/B,32.69148531,1,,-117.1767606,60258,Orange&6th,,Orange Av & 6th St,,0,,60258
N-S/B,32.8050818,1,,-117.1623443,12023,Armstrong&Armstrong,,Armstrong St & Armstrong Pl,,0,,12023
N-S/B,33.04145016,1,,-116.8697756,22724,Main&11th,,Main St & 11th St,,0,,22724
F-S/B,33.03847371,1,,-116.8752203,22725,Main&14th,,Main St & 14th St,,0,,22725
M-Street-E/B,33.0357417,1,,-116.8811885,22726,Day&Main,,Day St & Main St,,0,ramsta,22726
N-N/B,33.04083117,2,,-116.8704435,22727,Main&11th,,Main St & 11th St,,0,,22727
F-S/B,32.74314665,1,,-117.1616087,12028,4th&Brookes,,4th Av & Brookes Av,,0,,12028
F-S/B,32.68722013,1,,-117.1792477,60253,Orange&9th,,Orange Av & 9th St,,0,,60253
N-S/B,32.54784403,1,,-117.0342174,60250,San Ysidro&Border Vlge,,San Ysidro Bl & Border Village Rd,,0,,60250
M-Street-W/B,32.76065348,0,,-117.167336,13510,Hotel Cir South&Bachman,,Hotel Circle South & Bachman Pl,,0,,13510
N-N/B,32.80563821,1,,-117.1621808,12420,Armstrong&Baltic,,Armstrong St & Baltic St,,0,,12420
F-E/B,32.57352196,2,,-117.0450858,60101,Del Sol&Twining,,Del Sol Bl & Twining Av,,0,,60101
N-N/B,32.80763831,1,,-117.1615473,12421,Armstrong&Beagle,,Armstrong St & Beagle St,,0,,12421
N-W/B,32.72385201,1,,-117.0456519,11793,Madera&Ramon,,Madera St & Ramon St,,0,,11793
N-E/B,32.95621639,1,,-117.0307505,40017,Poway&Adah,,Poway Rd & Adah Ln,,0,,40017
F-S/B,32.62031855,2,,-116.1859012,98059,Carriso&Brawley,,Carriso St & Brawley Av,,0,,98059
F-W/B,32.62039758,2,,-116.1846086,98058,Brawley&Campo,,Brawley Av & Campo St,,0,,98058
F-N/B,32.61781675,2,,-116.1844579,98057,Campo&Old80,,Campo St & Old Hwy 80,,0,jacumb,98057
N-N/B,32.67666556,1,,-117.0654819,50185,Reo&Albermarle,,Reo Dr & Albermarle St,,0,,50185
M-Street-E/B,33.25646462,2,,-116.3774276,98055,Palm Cyn&Sunset Realty,,Palm Canyon Dr & Sunset Realty,,0,,98055
N-W/B,33.25657529,2,,-116.3919387,98054,Palm Cyn&Five Diamonds,,Palm Canyon Rd & Five Diamonds Rd,,0,,98054
M-Street-E/B,33.25641876,2,,-116.3918338,98053,Palm Cyn&Five Diamonds,,Palm Canyon Rd & Five Diamonds Rd,,0,,98053
M-Street-W/B,33.25658072,2,,-116.3967212,98052,Palm Cyn&Opp Palm Cyn Sprgs Resort,,Palm Canyon Rd & Opp Palm Canyon Springs Resort,,0,,98052
M-Street-E/B,33.25638011,2,,-116.3967077,98051,Palm Cyn&Palm Cyn Resort Rv Exit,,Palm Canyon Rd & Palm Canyon Resort Rv Exit,,0,,98051
F-N/B,33.25595631,2,,-116.399481,98050,Mntzma Vly&Palm Cyn,,Montezuma Valley Rd & Palm Canyon Rd,,0,,98050
N-E/B,32.90540138,1,,-117.1306885,60784,Gold Coast&Londonderry,,Gold Coast Dr & Londonderry Av,,0,,60784
N-E/B,32.90530548,1,,-117.1271686,60785,Gold Coast&Westchester,,Gold Coast Dr & Westchester Av,,0,,60785
F-N/B,32.92578911,1,,-117.1438048,60786,Cmo Ruiz&Capricorn,,Camino Ruiz & Capricorn Wy,,0,camcap,60786
F-W/B,32.9017805,1,,-117.2404865,98546,3033 Science Park,,3033 Science Park Rd,,0,torsci,98546
N-E/B,32.90530729,1,,-117.1430362,60780,Gold Coast&Saluda,,Gold Coast Dr & Saluda Av,,0,,60780
N-E/B,32.90540839,1,,-117.1396878,60781,Gold Coast&San Ramon,,Gold Coast Dr & San Ramon Dr,,0,,60781
F-E/B,32.90555282,1,,-117.1348833,60782,Gold Coast&Gold Coast,,Gold Coast Dr & Gold Coast Wy,,0,,60782
N-E/B,32.90544068,1,,-117.132116,60783,Gold Coast&Gold Coast,,Gold Coast Dr & Gold Coast Pl,,0,,60783
N-N/B,32.72273758,1,,-117.2336882,99230,Canon&Evergreen,,Canon St & Evergreen St,,0,roscan,99230
F-S/B,32.72245295,1,,-117.2335354,99231,Canon&Evergreen,,Canon St & Evergreen St,,0,,99231
N-W/B,32.72803454,0,,-117.2394638,99232,Canon&Del Mar,,Canon St & Del Mar Av,,0,,99232
N-W/B,32.71324653,1,,-117.0623709,99233,Brooklyn&63rd,,Brooklyn Av & 63rd St,,0,,99233
F-N/B,32.81022886,1,,-117.1052611,60788,Santo&Aero,,Santo Rd & Aero Dr,,0,,60788
M-Street-W/B,32.90487057,1,,-117.2407396,98548,11099 Callan,,11099 Callan Rd,,0,,98548
F-N/B,32.71342667,1,,-117.0579608,99236,65th&Brooklyn,,65th St & Brooklyn Av,,0,,99236
M-Street-W/B,32.71596284,0,,-117.0572265,99237,Brdwy&65th,,Broadway & 65th St,,0,,99237
F-W/B,32.73332551,1,,-116.9635146,40434,Austin&Calavo,,Austin Dr & Calavo Dr,,0,,40434
F-E/B,32.58371434,1,,-117.1052285,60078,Palm&13th,,Palm Av & 13th St,,0,,60078
F-E/B,32.56908822,1,,-117.0966867,60079,Satellite&Thermal,,Satellite Bl & Thermal Av,,0,,60079
F-W/B,32.78050519,1,,-116.9626767,40435,Chase&Magnolia,,Chase Av & Magnolia Av,,0,,40435
F-E/B,32.58384226,1,,-117.1218706,60072,Palm&5th,,Palm Av & 5th St,,0,,60072
N-N/B,32.65411266,1,,-117.0982891,60073,Natl City&33rd,,National City Bl & 33rd St,,0,,60073
F-E/B,32.57652149,1,,-117.1236388,60070,Imperial Bch&4th,,Imperial Beach Bl & 4th St,,0,imp4t1,60070
F-E/B,32.58374408,1,,-117.1139615,60077,Palm&9th,,Palm Av & 9th St,,0,pal9th,60077
F-E/B,32.58379664,1,,-117.1205489,60074,Palm&Rainbow,,Palm Av & Rainbow Dr,,0,,60074
F-S/B,32.6898144,1,,-117.1217127,12110,Main&Rigel,,Main St & Rigel St,,0,,12110
F-S/B,32.91260004,1,,-117.1244488,12111,Black Mtn&Hillery,,Black Mountain Rd & Hillery Dr,,0,,12111
M-Street-S/B,32.90241641,1,,-117.1241195,12112,Black Mtn&Carroll Cyn,,Black Mountain Rd & Carroll Canyon Rd,,0,,12112
N-W/B,32.71145636,2,,-117.029288,13468,San Vicente&Jacumba,,San Vicente St & Jacumba St,,0,,13468
F-S/B,32.81374771,1,,-117.12127,12114,Ruffin&Calle Fortunada,,Ruffin Rd & Calle Fortunada,,0,,12114
F-S/B,32.6875179,1,,-117.1184203,12115,Main&Thor,,Main St & Thor St,,0,,12115
M-TC-Bus,32.62982343,1,,-117.0944047,70039,HTC,htro,H Street Transit Center,,0,htro,70039
N-E/B,32.80958213,1,,-117.1418928,13463,Aero&Sandrock,,Aero Dr & Sandrock Rd,,0,,13463
F-S/B,32.68522433,1,,-117.1150891,12119,Main&Vesta,,Main St & Vesta St,,0,vesmai,12119
M-TC-Bus,32.7921319,0,,-116.9757738,70035,El Cjn TC,ecajtc,El Cajon Transit Center,,0,ecajtc,70035
F-E/B,32.70101215,1,,-117.107553,13460,Ocn Vw&40th,,Ocean View Bl & 40th St,,0,,13460
F-W/B,32.71219415,1,,-117.0411869,13467,Lisbon&Woodrow,,Lisbon St & Woodrow Av,,0,,13467
M-TC-Bus,32.75696737,1,,-117.0171969,70032,Spring St Sta,sprtro,Spring Street Station,,0,sprtro,70032
,32.75672793,0,,-117.0172501,70031,Spring St Sta,sprtro,Spring Street Station,,0,sprtro,70031
N-N/B,32.70929858,1,,-117.0148347,12586,Elkelton&Innsdale,,Elkelton Bl & Innsdale Av,,0,,12586
N-S/B,32.7968252,1,,-117.1608626,11648,L Vsta&Korink (N),,Linda Vista Rd & Korink Av (N),,0,,11648
N-S/B,32.72525162,1,,-117.1630201,11641,2nd&Fir,,2nd Av & Fir St,,0,,11641
N-S/B,32.7210545,1,,-117.1630384,11640,2nd&Beech,,2nd Av & Beech St,,0,,11640
N-S/B,32.7252924,1,,-117.1612224,11643,4th&Fir,,4th Av & Fir St,,0,,11643
N-S/B,32.72320918,1,,-117.1612008,11642,4th&Date,,4th Av & Date St,,0,,11642
N-S/B,32.73884183,1,,-117.1613235,11645,4th&Spruce,,4th Av & Spruce St,,0,,11645
N-S/B,32.73153127,1,,-117.1612576,11644,4th&Laurel,,4th Av & Laurel St,,0,,11644
N-E/B,32.7063728,1,,-117.1253939,10178,Imperial&32nd,,Imperial Av & 32nd St,,0,imp32,10178
N-E/B,32.71159492,1,,-117.1254002,10179,Mrkt&32nd,,Market St & 32nd St,,0,,10179
N-E/B,32.7253478,2,,-116.9690036,40060,Jamacha&Swtwter Sprgs,,Jamacha Bl & Sweetwater Springs Bl,,0,,40060
N-E/B,32.71157701,1,,-117.1275328,10171,Mrkt&31st,,Market St & 31st St,,0,,10171
N-E/B,32.82219862,2,,-117.1287461,10176,Balboa&Ruffin,,Balboa Av & Ruffin Rd,,0,balruf,10176
N-E/B,32.7011366,1,,-117.1254362,10177,Ocn Vw&32nd,,Ocean View Bl & 32nd St,,0,,10177
,32.716724,0,,-117.1597201,75089,5th Av,5thS_S,Fifth Avenue Station,5thS,0,5thS_S,75089
,32.71679,0,,-117.1596779,75088,5th Av,5thS_S,Fifth Avenue Station,5thS,0,5thS_N,75088
F-E/B,32.87149562,1,,-117.2331072,10378,LJ Vlge&Villa LJ,,La Jolla Village Dr & Villa La Jolla Dr,,0,,10378
N-E/B,32.75224904,1,,-117.2325963,10379,WPt Loma&Temecula,,West Point Loma Bl & Temecula St,,0,,10379
,32.7166269,0,,-117.1688139,75085,America Plaza,amptro,America Plaza Station,,0,apzS,75085
,32.71638588,0,,-117.1688111,75084,America Plaza,amptro,America Plaza Station,,0,apzS,75084
M-TC-Bus,32.87694863,1,,-117.2355329,10374,Gilman&Myers,,Gilman Dr & Myers Dr,,0,gilmye,10374
F-E/B,32.79906206,1,,-117.2343227,10375,Grand&Lamont,,Grand Av & Lamont St,,0,,10375
F-E/B,32.76523713,1,,-117.2376012,10372,W Mission Bay&Quivira,,W Mission Bay Dr & Quivira Rd,,0,,10372
,32.72149387,0,,-117.169898,75080,County Cntr/Little Italy,cocS_S,County Center/Little Italy Station,cocS,0,cocS_N,75080
F-E/B,32.79786443,1,,-117.239731,10370,Grand&Ingraham,,Grand Av & Ingraham St,,0,graing,10370
M-Street-E/B,32.74623225,1,,-117.2374468,10371,Voltaire&Soto,,Voltaire St & Soto St,,0,,10371
F-E/B,32.57350554,2,,-117.0420896,60477,Del Sol&Del Sol,,Del Sol Bl & Del Sol Wy,,0,,60477
F-S/B,32.57872686,1,,-117.0349138,60474,Dennery&Palm Promenade,,Dennery Rd & Palm Promenade Drwy,,0,,60474
N-W/B,32.57370709,1,,-117.0419486,60475,Del Sol&Del Sol,,Del Sol Bl & Del Sol Wy,,0,,60475
F-E/B,32.58362426,1,,-117.0401287,60472,Palm&Firethorn,,Palm Av & Firethorn St,,0,,60472
F-S/B,32.58084157,1,,-117.0334393,60473,Dennery&Wal-Mart,,Dennery Rd & Wal-Mart Drwy,,0,denwal,60473
F-E/B,32.58359391,1,,-117.0452707,60470,Palm&Twining,,Palm Av & Twining Av,,0,,60470
F-E/B,32.58361905,0,,-117.0413688,60471,Palm&Kostner,,Palm Av & Kostner Dr,,0,,60471
N-N/B,32.57889393,1,,-117.0345744,60478,Dennery&Palm Promenade,,Dennery Rd & Palm Promenade Drwy,,0,,60478
N-N/B,32.58098725,1,,-117.0330056,60479,Dennery&Wal-Mart,,Dennery Rd & Wal-Mart Drwy,,0,denwal,60479
N-W/B,32.87718264,1,,-117.2358286,10772,Gilman&Myers,,Gilman Dr & Myers Dr,,0,gilmye,10772
N-S/B,32.73695279,1,,-117.2309525,10776,Chatsworth&Poe,,Chatsworth Bl & Poe St,,0,,10776
F-S/B,32.76500628,1,,-117.066934,12209,Coll&Arosa,,College Av & Arosa St,,0,,12209
N-W/B,32.80156651,1,,-117.2332214,10774,Garnet&Morrell,,Garnet Av & Morrell St,,0,,10774
F-S/B,32.57355881,1,,-117.0663375,12204,Beyer&Del Sol,,Beyer Bl & Del Sol Bl,,0,,12204
F-S/B,32.77616075,1,,-117.0680167,12205,Coll&Alvarado,,College Av & Alvarado Rd,,0,,12205
N-W/B,32.73221648,2,,-117.2299893,10778,Macaulay&Clove,,Macaulay St & Clove St,,0,,10778
N-S/B,32.73842524,1,,-117.2296648,10779,Chatsworth&Tennyson,,Chatsworth Bl & Tennyson St,,0,,10779
F-S/B,33.02614291,1,,-117.0748475,12200,Bdo Ctr&Regalo,,Bernardo Center Dr & Regalo Ln,,0,,12200
F-S/B,32.61610202,2,,-117.0701345,12201,3rd&Moss,,3rd Av & Moss St,,0,,12201
F-S/B,32.99067039,1,,-117.0728773,12202,Carmel Mtn&Cmo Del Norte,,Carmel Mountain Rd & Camino Del Norte,,0,,12202
F-S/B,32.7684996,1,,-117.0685962,12203,Coll&Cresita,,College Av & Cresita Dr,,0,,12203
N-E/B,32.58363839,1,,-117.0586989,60050,Palm&Cochran,,Palm Av & Cochran Av,,0,,60050
F-E/B,32.83257446,2,,-117.0066732,40158,Prospect&Dove Hill,,Prospect Av & Dove Hill Dr,,0,,40158
F-S/B,32.81361928,1,,-117.2694298,11829,LJ&Forward,,La Jolla Bl & Forward St,,0,,11829
F-S/B,32.81725017,1,,-117.2717503,11828,LJ&Cmo De La Costa,,La Jolla Bl & Camino De La Costa,,0,,11828
F-S/B,32.8305149,1,,-117.2766899,11825,LJ&Bonair,,La Jolla Bl & Bonair St,,0,,11825
F-S/B,32.82877425,1,,-117.2771188,11824,LJ&Gravilla,,La Jolla Bl & Gravilla St,,0,,11824
M-Street-S/B,32.84128538,1,,-117.2728433,11827,Girard&Try Pines,,Girard Av & Torrey Pines Rd,,0,,11827
N-N/B,32.81975511,1,,-117.2732865,11826,LJ&La Canada,,La Jolla Bl & La Canada St,,0,,11826
N-W/B,32.7791695,1,,-117.0083259,40157,Grossmont Ctr&Healthcare,,Grossmont Center Dr & Healthcare Dr,,0,,40157
N-S/B,32.70783808,1,,-117.007436,11820,Gillespie&Jamacha,,Gillespie Dr & Jamacha Bl,,0,giljam,11820
F-S/B,32.83725385,1,,-117.2783996,11823,LJ&Marine,,La Jolla Bl & Marine St,,0,,11823
F-N/B,32.57355215,1,,-117.0356728,99410,Dennery&Del Sol,,Dennery Rd & Del Sol Bl,,0,,99410
F-W/B,32.58402068,1,,-117.118402,99411,Palm&7th,,Palm Av & 7th St,,0,pal7th,99411
F-E/B,32.76280365,1,,-117.139822,10518,Adams&Louisiana,,Adams Av & Louisiana St,,0,,10518
M-Street-N/B,32.80482354,1,,-116.9355262,99413,2nd&Marline,,2nd St & Marline Av,,0,,99413
F-W/B,32.7869163,1,,-116.9623902,99142,Magnolia&Wshngtn,,Magnolia Av & Washington Av,,0,,99142
N-W/B,32.56844111,1,,-117.0038414,99415,Otay Mesa&Corporate Ctr,,Otay Mesa Rd & Corporate Center Dr,,0,,99415
F-N/B,32.79049882,1,,-116.9621719,99140,Magnolia&E Camden,,Magnolia Av & E Camden Av,,0,,99140
N-S/B,32.79070371,1,,-116.9623883,99141,Magnolia&Camden,,Magnolia Av & Camden Av,,0,,99141
F-S/B,32.64997975,1,,-117.0969693,99418,Natl City&W 35th,,National City Bl & W 35th St,,0,,99418
F-E/B,32.63690475,1,,-117.0954308,99419,F&Woodlawn,,F St & Woodlawn Av,,0,,99419
F-E/B,32.70011607,1,,-117.1424237,10510,Logan&Cesar E Chavez (Chicano Park),,Logan Av & Cesar E Chavez Pkwy (Chicano Park),,0,,10510
F-E/B,32.9125826,1,,-117.1430352,10511,Mra Msa&Cmo Ruiz,,Mira Mesa Bl & Camino Ruiz,,0,mircru,10511
F-S/B,32.70516435,1,,-117.1398611,10516,Ocn Vw&Commercial,,Ocean View Bl & Commercial St,,0,25tro,10516
F-E/B,32.75514164,1,,-117.1397056,10517,El Cjn&Louisiana,,El Cajon Bl & Louisiana St,,0,,10517
N-S/B,32.68911845,1,,-117.1025359,99148,43rd&Delta,,43rd St & Delta St,,0,delt43,99148
F-E/B,32.70627168,1,,-117.1395244,10515,Imperial&25th,,Imperial Av & 25th St,,0,imp25,10515
M-Street-W/B,32.74266336,1,,-117.0451193,13088,Brdwy&7080,,Broadway & 7080,,0,,13088
M-Street-N/B,32.62092606,1,,-117.0272446,30485,Medical Ctr&E Naples,,Medical Center Dr & E Naples St,,0,,30485
M-Street-W/B,32.75532384,1,,-117.0517714,13085,Univ&Salvation Army,,University Av & Salvation Army Drwy,,0,,13085
N-N/B,32.61692173,1,,-117.0567134,30422,Hilltop&ENaples,,Hilltop Dr & East Naples St,,0,,30422
N-N/B,32.6135197,1,,-117.0553639,30423,Hilltop&EOxford,,Hilltop Dr & East Oxford St,,0,,30423
M-Street-W/B,32.74470583,1,,-117.069265,13081,Strmvw&5930,,Streamview Dr & 5930,,0,,13081
M-Street-W/B,32.89539002,0,,-117.0958562,13080,Alliant Univ,,Alliant University,,0,intuni,13080
M-TC-Bus,32.77312869,1,,-117.0701586,99094,SDSU TC,sdsutc,SDSU Transit Center,,0,sdsutc,99094
F-W/B,32.73207939,1,,-117.2230028,11910,Rosecrans&Russell,,Rosecrans St & Russell St,,0,,11910
F-S/B,32.88155112,1,,-117.2197177,11913,Gnsee&Campus Pt,,Genesee Av & Campus Point Dr,,0,camgen,11913
N-S/B,32.77291614,1,,-117.0698833,99097,Coll&SDSU TC,,College Av & SDSU Transit Center,,0,sdsuco,99097
F-S/B,32.86723944,1,,-117.2193776,11915,Rgnts&Nobel,,Regents Rd & Nobel Dr,,0,regnob,11915
M-Street-S/B,32.91464999,1,,-117.1206176,90051,Mra Msa Mrktcenter,,Mira Mesa Marketcenter,,0,wespky,90051
F-E/B,32.75038806,1,,-117.0700932,99093,Univ&Univ Sq,,University Av & University Sq,,0,,99093
M-Street-E/B,32.82961287,1,,-117.2147117,11919,Cmnt Mesa&3305,,Clairemont Mesa Bl & 3305,,0,,11919
M-TC-Bus,32.77214037,1,,-117.0417872,99098,70th Trly,70tSta,70th St Trolley Station,,0,70tSta,99098
F-N/B,32.60719985,1,,-117.0663857,12932,3rd&Palomar,,3rd Av & Palomar St,,0,3rdpal,12932
F-N/B,32.57217664,1,,-117.0650458,12933,Beyer&Carnell,,Beyer Bl & Carnell Av,,0,,12933
F-N/B,32.61105695,1,,-117.0678956,12930,3rd&Oxford,,3rd Av & Oxford St,,0,,12930
F-N/B,32.76877504,1,,-117.0685077,12931,Coll&Pontiac,,College Av & Pontiac St,,0,,12931
F-N/B,32.79300258,1,,-117.0669171,12936,Coll&Cmo Rico,,College Av & Camino Rico,,0,,12936
F-N/B,32.75804089,1,,-117.0662091,12937,Coll&Adelaide,,College Av & Adelaide Av,,0,,12937
F-N/B,32.76554354,1,,-117.0667373,12934,Coll&Arosa,,College Av & Arosa St,,0,,12934
N-E/B,32.74819693,1,,-117.1629261,10092,Univ&3rd,,University Av & 3rd Av,,0,,10092
M-Street-W/B,32.65906996,0,,-117.039271,30198,Bonita&4095,,Bonita Rd & 4095,,0,,30198
F-N/B,32.5951143,1,,-117.0643842,12938,3rd&Main,,3rd Av & Main St,,0,mai3rd,12938
F-N/B,32.59877277,1,,-117.0643466,12939,3rd&Anita,,3rd Av & Anita St,,0,,12939
N-E/B,32.70121027,1,,-117.1126422,10206,Ocn Vw&38th,,Ocean View Bl & 38th St,,0,,10206
N-E/B,32.70481068,1,,-117.1126612,10207,Imperial&38th,,Imperial Av & 38th St,,0,,10207
N-E/B,32.75509992,1,,-117.1138594,10204,El Cjn&37th,,El Cajon Bl & 37th St,,0,,10204
N-E/B,32.69597766,1,,-117.112565,10205,Natl&38th,,National Av & 38th St,,0,,10205
N-E/B,32.7048041,0,,-117.1147774,10203,Imperial&37th,,Imperial Av & 37th St,,0,,10203
N-E/B,32.75512983,1,,-117.1158666,10201,El Cjn&36th,,El Cajon Bl & 36th St,,0,,10201
N-N/B,32.64339054,0,,-117.0715512,30415,1st&F,,1st Av & F St,,0,,30415
N-E/B,32.74964632,1,,-117.1119748,10208,Univ&38th,,University Av & 38th St,,0,,10208
M-Street-E/B,32.75507993,1,,-117.112002,10209,El Cjn&38th,,El Cajon Bl & 38th St,,0,,10209
N-E/B,32.75513002,1,,-117.1181858,10196,El Cjn&35th,,El Cajon Bl & 35th St,,0,,10196
N-E/B,32.6959479,1,,-117.1171999,10197,Natl&36th,,National Av & 36th St,,0,,10197
N-E/B,32.77667102,1,,-117.1203925,10194,Cmo Del Rio S&Scheidler,,Camino Del Rio S & Scheidler Wy,,0,,10194
N-E/B,32.69594054,1,,-117.1190266,10195,Natl&35th,,National Av & 35th St,,0,,10195
M-Special_Loc,32.64153402,1,,-116.996137,30510,Southwestern Coll TC,swcoll,Southwestern College Transit Center,,0,swcoll,30510
F-E/B,32.64502817,1,,-116.9973588,30511,EH&Otay Lakes,,East H St & Otay Lakes Rd,,0,,30511
F-E/B,32.75515393,0,,-117.1175225,10190,El Cjn&35th,,El Cajon Bl & 35th St,,0,,10190
N-E/B,32.80835573,1,,-117.1231304,10191,Aero&WCyn,,Aero Dr & West Canyon Av,,0,,10191
N-N/B,32.63930857,1,,-117.0699702,30416,1st&G,,1st Av & G St,,0,,30416
M-Street-S/B,32.65014565,0,,-117.006398,30519,Otay Lakes&Across From 575,,Otay Lakes Rd & Across From 575,,0,bonvis,30519
N-E/B,32.76325179,1,,-117.1174135,10198,Adams&35th,,Adams Av & 35th St,,0,,10198
F-E/B,32.84143414,2,,-116.8892239,40939,Bus 8&Lake Vly,,Business 8 & Lake Valley Rd,,0,,40939
F-E/B,32.84073594,2,,-116.8918918,40938,Bus 8&El Dorado,,Business 8 & El Dorado Pkwy,,0,,40938
M-Street-N/B,32.80971488,1,,-116.9201796,41156,E Main&1625,,E Main St & 1625,,0,,41156
N-N/B,32.63418462,1,,-117.0634521,30418,Hilltop&EI,,Hilltop Dr & East I St,,0,,30418
M-TC-Bus,32.82344966,1,,-116.9026054,41158,Cmo Canada&Walmart,,Camino Canada & Walmart,,0,eascou,41158
